"","Year","Genus","Export.region","Exporter.reported.quantity","Purpose","Source"
"21475",2017,"Macaca","Asia",1,"Q","C"
"21478",2017,"Macaca","Asia",NA,"Z","C"
"21499",2017,"Macaca","Africa",270,"M","C"
"21500",2017,"Macaca","Africa",53,"M","F"
"21552",2017,"Macaca","Asia",1,"Q","C"
"21557",2017,"Macaca","Asia",445,"T","C"
"21587",2017,"Macaca","Asia",NA,"S","C"
"21588",2017,"Macaca","Asia",44,"T","C"
"21595",2017,"Macaca","Asia",1,"Q","C"
"21666",2017,"Macaca","Asia",6438,"S","C"
"21667",2017,"Macaca","Asia",13215,"T","C"
"21767",2017,"Macaca","Asia",1048,"T","C"
"21768",2017,"Macaca","Asia",1965,"T","F"
"21784",2017,"Macaca","Africa",NA,"M","F"
"21785",2017,"Macaca","Africa",NA,"M","F"
"21786",2017,"Macaca","Africa",120,"M","C"
"21787",2017,"Macaca","Africa",3549,"M","F"
"21802",2017,"Macaca","Asia",1036,"T","C"
"21803",2017,"Macaca","Asia",1980,"T","F"
"21805",2017,"Macaca","Asia",600,"T","C"
"21827",2017,"Macaca","Asia",30,"T","W"
"21828",2017,"Macaca","Asia",NA,"Q","C"
"21829",2017,"Macaca","Asia",2,"Z","C"
"21848",2017,"Macaca","Asia",477,"T","C"
"21913",2017,"Macaca","Asia",30,"T","C"
"21920",2017,"Macaca","Asia",200,"S","C"
"21921",2017,"Macaca","Asia",22,"T","C"
"21922",2017,"Macaca","Asia",3,"Q","C"
"21923",2017,"Macaca","Asia",2,"Z","C"
"21932",2017,"Macaca","Asia",3,"Q","C"
"21936",2017,"Macaca","Asia",1,"Q","C"
"21960",2017,"Macaca","Asia",788,"S","C"
"21961",2017,"Macaca","Asia",120,"T","C"
"21981",2017,"Macaca","Asia",NA,"M","C"
"21982",2017,"Macaca","Asia",12,"T","C"
"21986",2017,"Macaca","Asia",8,"Q","C"
"21987",2017,"Macaca","Asia",1,"Q","C"
"21994",2017,"Macaca","Asia",8,"Q","C"
"21997",2017,"Macaca","Asia",1,"Q","C"
"22001",2017,"Macaca","Asia",60,"T","F"
"22008",2017,"Macaca","Asia",1,"Z","C"
"22021",2017,"Papio","Africa",NA,"B","W"
"22022",2017,"Papio","Africa",NA,"T","W"
"22023",2017,"Papio","Africa",76,"","W"
"22024",2017,"Papio","America",6,"Z","F"
"22053",2017,"Papio","Africa",20,"","W"
"22117",2017,"Papio","Asia",4,"T","C"
"22444",2017,"Trachypithecus","Asia",2,"Z","C"
"22445",2017,"Trachypithecus","Asia",NA,"Z","C"
"22450",2017,"Galago","Africa",NA,"Z","R"
"22451",2017,"Galago","Africa",44,"B","C"
"22452",2017,"Galago","Africa",154,"T","C"
"22454",2017,"Galago","Africa",6,"T","W"
"22456",2017,"Galago","Africa",10,"T","W"
"22470",2017,"Perodicticus","Africa",5,"T","W"
"22471",2017,"Perodicticus","Africa",130,"T","W"
"22472",2017,"Perodicticus","Africa",NA,"T","W"
"22526",2018,"Saguinus","Africa",4,"B","C"
"22548",2018,"Saguinus","Africa",NA,"Z","C"
"22573",2018,"Mandrillus","Asia",1,"Z","C"
"22574",2018,"Mandrillus","Asia",NA,"Z","C"
"22579",2018,"Pygathrix","Asia",3,"Z","C"
"22610",2018,"Daubentonia","Asia",1,"Z","C"
"22631",2018,"Gorilla","Asia",NA,"Z","W"
"22648",2018,"Pan","Asia",2,"B","C"
"22649",2018,"Pan","Asia",2,"Z","C"
"22679",2018,"Pan","Asia",NA,"Z","I"
"22680",2018,"Pan","Asia",1,"Z","I"
"22682",2018,"Pan","America",1,"Z","C"
"22705",2018,"Pan","Asia",NA,"Z","C"
"22706",2018,"Pan","Asia",NA,"Z","W"
"22707",2018,"Pan","Asia",NA,"T","W"
"22708",2018,"Pan","Asia",NA,"Z","W"
"22709",2018,"Pan","Asia",1,"Z","C"
"22718",2018,"Pongo","Asia",NA,"Z","C"
"22719",2018,"Pongo","Asia",1,"Z","C"
"22720",2018,"Pongo","Asia",2,"Z","C"
"22721",2018,"Pongo","Asia",NA,"Z","C"
"22727",2018,"Pongo","Asia",2,"Z","C"
"22728",2018,"Pongo","Asia",2,"Z","C"
"22736",2018,"Hylobates","Asia",NA,"Z","C"
"22741",2018,"Hylobates","Asia",8,"S","C"
"22742",2018,"Hylobates","Asia",NA,"Z","I"
"22757",2018,"Propithecus","Africa",120,"S","W"
"22770",2018,"Eulemur","Africa",NA,"Z","C"
"22784",2018,"Lemur","America",NA,"B","C"
"22813",2018,"Lemur","Africa",2,"Z","C"
"22824",2018,"Varecia","Africa",NA,"Z","C"
"22835",2018,"Varecia","Asia",6,"Z","C"
"22843",2018,"Varecia","Asia",1,"Z","C"
"22848",2018,"Varecia","Asia",NA,"Z","C"
"22853",2018,"Nycticebus","Asia",1,"Z","I"
"22872",2018,"Aotus","Africa",6,"T","C"
"22881",2018,"Alouatta","America",2,"T","W"
"22882",2018,"Alouatta","America",NA,"Z","W"
"22889",2018,"Ateles","America",10,"B","F"
"22890",2018,"Ateles","America",10,"S","F"
"22891",2018,"Ateles","America",4,"T","F"
"22892",2018,"Ateles","America",NA,"Z","C"
"22900",2018,"Ateles","America",4,"T","W"
"22901",2018,"Ateles","America",NA,"Z","W"
"22902",2018,"Ateles","Africa",2,"T","C"
"22917",2018,"Callithrix","Asia",2,"Z","C"
"22930",2018,"Callithrix","Asia",30,"T","C"
"22934",2018,"Callithrix","Africa",186,"T","C"
"22949",2018,"Callithrix","Africa",NA,"B","C"
"22950",2018,"Callithrix","Africa",80,"T","C"
"22962",2018,"Callithrix","Africa",16,"T","C"
"22963",2018,"Callithrix","America",2,"B","C"
"22964",2018,"Callithrix","Africa",40,"T","C"
"22975",2018,"Callithrix","Africa",50,"T","C"
"22981",2018,"Callithrix","Africa",10,"T","C"
"22983",2018,"Callithrix","Africa",44,"T","C"
"22984",2018,"Callithrix","Africa",10,"T","C"
"22985",2018,"Callithrix","Africa",10,"T","C"
"22986",2018,"Callithrix","Africa",30,"T","C"
"23003",2018,"Callithrix","Africa",100,"T","C"
"23010",2018,"Callithrix","Africa",NA,"Z","C"
"23011",2018,"Callithrix","Africa",NA,"T","C"
"23013",2018,"Callithrix","Africa",138,"T","C"
"23015",2018,"Callithrix","America",4,"B","C"
"23016",2018,"Callithrix","Africa",20,"T","C"
"23019",2018,"Callithrix","Africa",50,"T","C"
"23021",2018,"Callithrix","Africa",4,"B","C"
"23022",2018,"Callithrix","Africa",6,"T","C"
"23023",2018,"Callithrix","America",1,"P","C"
"23024",2018,"Callithrix","Africa",32,"T","C"
"23025",2018,"Callithrix","Africa",10,"T","C"
"23026",2018,"Callithrix","Africa",10,"T","C"
"23027",2018,"Callithrix","Africa",8,"B","C"
"23028",2018,"Callithrix","Africa",20,"T","C"
"23029",2018,"Callithrix","Africa",100,"T","C"
"23031",2018,"Callithrix","Africa",NA,"Z","C"
"23047",2018,"Callithrix","Asia",60,"T","C"
"23062",2018,"Cebus","Africa",24,"T","C"
"23064",2018,"Cebus","America",NA,"B","W"
"23065",2018,"Cebus","America",249,"T","W"
"23066",2018,"Cebus","America",NA,"Z","W"
"23067",2018,"Cebus","America",30,"B","W"
"23068",2018,"Cebus","America",18,"B","W"
"23072",2018,"Cebus","Africa",12,"T","C"
"23073",2018,"Cebus","America",10,"B","W"
"23076",2018,"Cebus","America",8,"T","W"
"23080",2018,"Cebus","Africa",4,"T","C"
"23082",2018,"Cebus","America",NA,"Z","C"
"23086",2018,"Cebus","America",4,"T","F"
"23095",2018,"Cebus","Africa",32,"T","C"
"23098",2018,"Cebus","America",47,"T","W"
"23099",2018,"Cebus","America",NA,"Z","W"
"23100",2018,"Cebus","Africa",10,"T","C"
"23120",2018,"Saguinus","Asia",40,"T","C"
"23127",2018,"Saguinus","Africa",4,"T","C"
"23134",2018,"Saguinus","Africa",80,"T","C"
"23136",2018,"Saguinus","America",NA,"B","W"
"23137",2018,"Saguinus","America",35,"T","W"
"23138",2018,"Saguinus","America",NA,"Z","W"
"23139",2018,"Saguinus","Asia",1,"Z","C"
"23143",2018,"Saguinus","Africa",22,"T","C"
"23144",2018,"Saguinus","America",60,"T","W"
"23145",2018,"Saguinus","America",30,"B","W"
"23150",2018,"Saguinus","Africa",NA,"Z","C"
"23153",2018,"Saguinus","Asia",20,"T","C"
"23172",2018,"Saimiri","Africa",NA,"Z","C"
"23173",2018,"Saimiri","America",10,"T","W"
"23176",2018,"Saimiri","Africa",31,"T","C"
"23181",2018,"Saimiri","America",NA,"B","W"
"23182",2018,"Saimiri","America",1062,"T","W"
"23183",2018,"Saimiri","America",NA,"Z","W"
"23184",2018,"Saimiri","America",120,"B","W"
"23185",2018,"Saimiri","America",NA,"Z","W"
"23186",2018,"Saimiri","America",100,"T","W"
"23187",2018,"Saimiri","America",NA,"T","U"
"23189",2018,"Saimiri","America",30,"B","W"
"23193",2018,"Saimiri","America",30,"B","W"
"23194",2018,"Saimiri","America",80,"T","W"
"23195",2018,"Saimiri","America",60,"B","W"
"23197",2018,"Saimiri","America",17,"T","W"
"23207",2018,"Allochrocebus","Africa",4,"T","W"
"23210",2018,"Allochrocebus","Africa",5,"T","W"
"23211",2018,"Allochrocebus","Africa",3,"T","W"
"23214",2018,"Cercocebus","Africa",10,"T","W"
"23218",2018,"Cercocebus","Asia",2,"T","W"
"23219",2018,"Cercocebus","Asia",2,"Z","W"
"23220",2018,"Cercocebus","Africa",2,"T","W"
"23222",2018,"Cercocebus","Asia",6,"Z","W"
"23223",2018,"Cercocebus","Africa",2,"T","W"
"23224",2018,"Cercocebus","Africa",25,"T","W"
"23230",2018,"Cercopithecus","Africa",10,"T","W"
"23231",2018,"Cercopithecus","Africa",5,"T","W"
"23233",2018,"Cercopithecus","Africa",20,"T","W"
"23234",2018,"Cercopithecus","Africa",25,"T","W"
"23235",2018,"Cercopithecus","Asia",10,"Z","W"
"23238",2018,"Cercopithecus","Africa",10,"T","W"
"23239",2018,"Cercopithecus","Africa",20,"T","W"
"23242",2018,"Cercopithecus","Africa",180,"T","W"
"23247",2018,"Cercopithecus","Africa",4,"T","W"
"23248",2018,"Cercopithecus","Africa",3,"T","W"
"23253",2018,"Cercopithecus","Asia",2,"Z","I"
"23258",2018,"Cercopithecus","Africa",1,"T","W"
"23264",2018,"Cercopithecus","Africa",1,"T","W"
"23265",2018,"Cercopithecus","Africa",20,"T","W"
"23266",2018,"Cercopithecus","Africa",20,"T","W"
"23267",2018,"Cercopithecus","Africa",NA,"B","W"
"23268",2018,"Cercopithecus","Africa",20,"T","W"
"23269",2018,"Cercopithecus","Africa",NA,"T","W"
"23273",2018,"Cercopithecus","Asia",1,"P","W"
"23274",2018,"Cercopithecus","Africa",15,"T","W"
"23275",2018,"Cercopithecus","Africa",NA,"T","W"
"23278",2018,"Cercopithecus","Africa",10,"T","W"
"23280",2018,"Cercopithecus","Africa",18,"T","W"
"23284",2018,"Cercopithecus","Africa",45,"T","W"
"23285",2018,"Cercopithecus","Asia",18,"Z","W"
"23289",2018,"Cercopithecus","Africa",8,"T","W"
"23291",2018,"Cercopithecus","Africa",22,"T","W"
"23293",2018,"Cercopithecus","Africa",8,"T","W"
"23295",2018,"Cercopithecus","Africa",50,"T","W"
"23296",2018,"Cercopithecus","Africa",NA,"Z","C"
"23298",2018,"Cercopithecus","Africa",10,"T","W"
"23299",2018,"Cercopithecus","Asia",2,"T","W"
"23300",2018,"Cercopithecus","Asia",2,"Z","W"
"23301",2018,"Cercopithecus","Africa",10,"T","W"
"23303",2018,"Cercopithecus","Africa",10,"T","W"
"23308",2018,"Cercopithecus","Africa",10,"T","W"
"23309",2018,"Cercopithecus","Africa",5,"T","W"
"23310",2018,"Cercopithecus","Africa",9,"T","W"
"23311",2018,"Cercopithecus","Africa",4,"T","W"
"23313",2018,"Cercopithecus","Africa",20,"T","W"
"23317",2018,"Cercopithecus","Asia",2,"T","W"
"23318",2018,"Cercopithecus","Asia",2,"Z","W"
"23319",2018,"Cercopithecus","Africa",5,"T","W"
"23320",2018,"Cercopithecus","Africa",10,"T","W"
"23321",2018,"Cercopithecus","Africa",8,"T","W"
"23323",2018,"Cercopithecus","Africa",10,"T","W"
"23350",2018,"Chlorocebus","Africa",NA,"B","W"
"23351",2018,"Chlorocebus","Africa",60,"T","W"
"23352",2018,"Chlorocebus","Africa",NA,"B","W"
"23353",2018,"Chlorocebus","Africa",NA,"T","W"
"23404",2018,"Chlorocebus","Africa",NA,"",""
"23436",2018,"Chlorocebus","Asia",40,"T","C"
"23505",2018,"Chlorocebus","Asia",2,"P","W"
"23515",2018,"Chlorocebus","Africa",20,"","W"
"23517",2018,"Chlorocebus","Asia",32,"T","W"
"23524",2018,"Chlorocebus","Africa",190,"","W"
"23525",2018,"Chlorocebus","Africa",70,"T","W"
"23527",2018,"Chlorocebus","Africa",60,"","W"
"23528",2018,"Chlorocebus","Asia",120,"T","C"
"23574",2018,"Chlorocebus","America",14,"M","C"
"23575",2018,"Chlorocebus","America",10,"M","W"
"23576",2018,"Chlorocebus","Africa",2,"T","W"
"23606",2018,"Chlorocebus","Asia",50,"T","C"
"23620",2018,"Chlorocebus","America",28,"M","W"
"23621",2018,"Chlorocebus","America",NA,"S","W"
"23622",2018,"Chlorocebus","America",54,"T","C"
"23623",2018,"Chlorocebus","America",216,"T","W"
"23636",2018,"Colobus","Africa",4,"T","W"
"23643",2018,"Colobus","Africa",NA,"B","W"
"23645",2018,"Colobus","Asia",10,"T","C"
"23661",2018,"Erythrocebus","Africa",60,"T","W"
"23662",2018,"Erythrocebus","Africa",NA,"B","W"
"23663",2018,"Erythrocebus","Africa",20,"T","W"
"23664",2018,"Erythrocebus","Africa",NA,"B","W"
"23665",2018,"Erythrocebus","Africa",20,"T","W"
"23666",2018,"Erythrocebus","Africa",NA,"B","W"
"23667",2018,"Erythrocebus","Africa",NA,"T","W"
"23668",2018,"Erythrocebus","Africa",30,"","W"
"23669",2018,"Erythrocebus","Africa",20,"T","W"
"23676",2018,"Erythrocebus","Africa",NA,"",""
"23677",2018,"Erythrocebus","Africa",20,"","W"
"23679",2018,"Erythrocebus","Africa",30,"","W"
"23680",2018,"Erythrocebus","Africa",15,"T","W"
"23681",2018,"Erythrocebus","Africa",NA,"T","W"
"23684",2018,"Erythrocebus","Asia",40,"T","C"
"23689",2018,"Lophocebus","Africa",9,"T","W"
"23691",2018,"Lophocebus","Asia",2,"T","W"
"23692",2018,"Lophocebus","Asia",2,"Z","W"
"23693",2018,"Lophocebus","Africa",11,"T","W"
"23695",2018,"Lophocebus","Africa",50,"T","W"
"23696",2018,"Lophocebus","Asia",20,"T","W"
"23697",2018,"Lophocebus","Asia",26,"Z","W"
"23700",2018,"Lophocebus","Africa",10,"T","W"
"23701",2018,"Lophocebus","Africa",9,"T","W"
"23702",2018,"Lophocebus","Africa",8,"T","W"
"23704",2018,"Lophocebus","Africa",52,"T","W"
"23773",2018,"Macaca","Asia",741,"T","C"
"23911",2018,"Macaca","Asia",156,"Z","C"
"23919",2018,"Macaca","Asia",3000,"T","C"
"23937",2018,"Macaca","Africa",NA,"M","C"
"23938",2018,"Macaca","Africa",NA,"M","F"
"23956",2018,"Macaca","Asia",309,"T","C"
"23974",2018,"Macaca","Africa",NA,"M","C"
"23975",2018,"Macaca","Africa",NA,"M","F"
"23980",2018,"Macaca","Asia",700,"T","C"
"23996",2018,"Macaca","Asia",120,"M","C"
"23997",2018,"Macaca","Asia",240,"T","C"
"24004",2018,"Macaca","Africa",NA,"M","C"
"24005",2018,"Macaca","Africa",NA,"M","F"
"24027",2018,"Macaca","Asia",NA,"M","C"
